City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Viedma,AR,-40.81,-63.0,63.0,34,0,8.01,clear sky
364,Tshikapa,CD,-6.42,20.8,81.03,85,100,2.42,moderate rain
365,Ina,JP,35.83,137.95,36.0,90,1,3.11,clear sky
366,Aykhal,RU,66.0,111.5,-0.4,84,75,2.24,light snow
367,Ostrovnoy,RU,68.05,39.51,28.58,95,100,27.16,overcast clouds
368,Rosetta,EG,31.4,30.42,62.6,82,40,9.17,scattered clouds
369,Tuktoyaktuk,CA,69.45,-133.04,-4.0,83,40,10.29,scattered clouds
370,Buenos Aires,AR,-34.61,-58.38,86.0,48,20,8.05,few clouds
371,Bambous Virieux,MU,-20.34,57.76,78.8,69,40,10.29,scattered clouds
372,Kilimatinde,TZ,-5.85,34.95,83.95,39,83,3.69,light rain
373,Somerset East,ZA,-32.72,25.59,73.89,35,0,13.71,clear sky
374,Itoman,JP,26.12,127.67,68.0,60,75,17.22,broken clouds
375,Rodino,RU,52.5,80.25,19.71,96,58,8.55,broken clouds
376,Tahlequah,US,35.92,-94.97,44.01,100,90,4.34,overcast clouds
377,Manokwari,ID,-0.87,134.08,78.91,83,100,3.47,moderate rain
378,Vaniyambadi,IN,12.68,78.62,71.22,91,11,4.74,few clouds
379,Fuling,CN,29.7,107.39,49.59,72,19,3.13,few clouds
380,Ambilobe,MG,-13.2,49.05,79.57,76,48,4.7,moderate rain
381,Pontianak,ID,-0.03,109.33,76.41,87,100,0.45,overcast clouds
382,Black Forest,US,39.01,-104.7,28.0,53,1,8.05,clear sky
383,Katangli,RU,51.71,143.23,18.07,96,100,14.76,light snow
384,Navahrudak,BY,53.6,25.83,29.43,100,100,7.31,overcast clouds
385,Quatre Cocos,MU,-20.21,57.76,78.8,69,40,10.29,scattered clouds
386,Axim,GH,4.87,-2.24,82.76,78,45,8.5,light rain
387,Dorokhovo,RU,55.55,36.37,35.6,91,90,13.42,light rain
388,Shevchenkove,UA,49.7,37.17,39.2,86,90,11.18,overcast clouds
389,Chiang Klang,TH,19.29,100.86,70.47,67,52,1.74,broken clouds
390,Birobidzhan,RU,48.8,132.95,12.69,82,95,5.21,overcast clouds
391,Hualmay,PE,-11.1,-77.61,70.92,69,61,9.64,broken clouds
392,Kununurra,AU,-15.77,128.73,84.2,74,57,5.82,broken clouds
393,Kudahuvadhoo,MV,2.67,72.89,82.71,63,23,5.08,few clouds
394,Abha,SA,18.22,42.51,64.4,63,40,6.93,scattered clouds
395,Beatrice,US,40.27,-96.75,37.99,69,1,20.8,clear sky
396,Port Macquarie,AU,-31.43,152.92,69.8,68,40,8.05,light rain
397,Carthage,TN,36.86,10.33,62.6,72,75,11.41,light rain
398,Savannah Bight,HN,16.45,-85.85,82.99,78,20,14.0,few clouds
399,Tongzi,CN,28.78,105.09,55.51,63,100,3.33,overcast clouds
400,Bani Walid,LY,31.76,13.99,67.06,28,0,16.06,clear sky
401,Lorengau,PG,-2.02,147.27,82.85,80,87,7.99,moderate rain
402,Kharan,PK,28.58,65.42,54.7,36,25,1.74,scattered clouds
403,Karratha,AU,-20.74,116.85,77.72,73,0,11.54,light rain
404,Batemans Bay,AU,-35.72,150.18,61.0,91,16,1.01,few clouds
405,Naze,JP,28.37,129.48,66.2,68,90,17.22,overcast clouds
406,Dire,ML,12.28,-10.97,98.11,15,99,5.28,overcast clouds
407,Kedougou,SN,12.56,-12.17,101.82,14,98,2.06,overcast clouds
408,Staunton,US,38.15,-79.07,46.99,58,1,4.27,clear sky
409,Ouegoa,NC,-20.35,164.43,73.44,73,0,9.13,clear sky
410,Bandarbeyla,SO,9.49,50.81,77.81,78,3,17.74,light rain
411,Ardakan,IR,32.31,54.02,51.8,76,40,4.7,mist
412,Lufilufi,WS,-13.87,-171.6,77.0,94,75,4.7,broken clouds
413,Jining,CN,35.41,116.58,37.72,76,5,3.27,clear sky
414,Paracatu,BR,-17.22,-46.87,80.35,54,45,7.85,scattered clouds
415,Rajpura,IN,30.48,76.59,62.55,30,2,2.3,clear sky
416,Ugoofaaru,MV,5.67,73.0,83.03,67,73,10.09,broken clouds
417,Nurota,UZ,40.56,65.69,37.4,64,0,11.41,clear sky
418,Berdigestyakh,RU,62.1,126.7,-7.91,90,100,4.36,overcast clouds
419,Sisimiut,GL,66.94,-53.67,27.68,96,100,17.25,snow
420,Grand-Santi,GF,4.25,-54.38,91.06,50,36,4.92,scattered clouds
421,Lazo,RU,43.38,133.9,15.96,80,0,3.78,clear sky
422,Bethel,US,41.37,-73.41,43.0,58,0,1.99,clear sky
423,Coari,BR,-4.08,-63.14,91.83,51,93,3.09,light rain
424,Ciudad Bolivar,VE,8.12,-63.55,87.39,56,40,8.72,scattered clouds
425,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,15.8,72,40,8.95,scattered clouds
426,Maba,CN,24.68,113.6,51.03,72,13,3.87,few clouds
427,Sinnamary,GF,5.38,-52.95,85.33,67,4,10.94,clear sky
428,Kushima,JP,31.46,131.23,47.98,75,0,7.54,clear sky
429,Salalah,OM,17.02,54.09,80.6,69,75,10.29,broken clouds
430,Severnyy,RU,50.68,36.55,37.4,93,90,13.42,light rain
431,Khalkhal,IR,37.62,48.53,31.96,97,100,4.81,light rain
432,Douentza,ML,15.0,-2.95,94.64,12,0,7.72,clear sky
433,Nampa,US,43.54,-116.56,24.8,100,1,6.93,clear sky
434,Pavlovskiy Posad,RU,55.78,38.65,35.6,100,90,15.66,overcast clouds
435,Gravdal,NO,68.12,13.5,46.4,81,75,19.46,broken clouds
436,Egersund,NO,58.45,6.0,42.8,81,75,10.29,broken clouds
437,Zhongshu,CN,24.52,103.77,46.4,88,39,4.32,scattered clouds
438,Bandiagara,ML,14.35,-3.61,94.8,13,0,9.82,clear sky
439,Khandyga,RU,62.67,135.6,-28.3,85,12,1.66,few clouds
440,Pathein,MM,16.78,94.73,72.84,77,0,6.17,clear sky
441,Bukama,CD,-9.2,25.85,84.54,68,47,4.14,light rain
442,Santa Cruz De Tenerife,ES,28.47,-16.25,66.99,77,75,13.87,broken clouds
443,Hay River,CA,60.82,-115.8,24.8,68,100,18.34,overcast clouds
444,Mocuba,MZ,-16.84,36.99,96.01,32,25,6.38,scattered clouds
445,Patnongon,PH,10.91,121.99,78.75,76,3,5.32,clear sky
446,Yerbogachen,RU,61.28,108.01,-3.24,91,92,6.46,overcast clouds
447,Saquena,PE,-4.67,-73.52,85.46,64,90,4.25,light rain
448,Paamiut,GL,61.99,-49.67,28.09,89,92,15.64,overcast clouds
449,Grand Forks,US,47.94,-97.43,26.6,63,90,12.75,overcast clouds
450,Adre,TD,13.47,22.2,87.28,14,0,6.31,clear sky
451,Palafrugell,ES,41.92,3.16,60.01,32,0,2.93,clear sky
452,Flinders,AU,-34.58,150.86,66.0,70,31,5.01,scattered clouds
453,Moerai,PF,-22.43,-151.33,77.47,89,33,9.06,scattered clouds
454,Marystown,CA,47.17,-55.15,44.89,89,100,19.04,overcast clouds
455,Tadine,NC,-21.55,167.88,71.22,66,0,6.91,clear sky
456,Kulachi,PK,31.93,70.46,63.52,27,0,3.8,clear sky
457,Deputatskiy,RU,69.3,139.9,-16.2,89,31,6.35,scattered clouds
458,Puerto Quijarro,BO,-17.78,-57.77,104.81,22,1,6.08,clear sky
459,Chardara,KZ,41.25,67.97,33.53,85,0,12.84,clear sky
460,Terenos,BR,-20.44,-54.86,91.4,38,40,11.41,scattered clouds
461,San Ignacio,BZ,17.16,-89.07,71.6,100,40,6.93,mist
462,Chippewa Falls,US,44.94,-91.39,37.99,73,97,3.0,overcast clouds
463,Sicamous,CA,50.83,-118.99,28.4,100,92,1.12,overcast clouds
464,Merauke,ID,-8.47,140.33,80.47,83,100,10.16,light rain
465,Khuzdar,PK,27.74,66.64,58.35,25,0,2.24,clear sky
466,Tautira,PF,-17.73,-149.15,78.8,78,75,3.36,broken clouds
467,Karachi,PK,24.91,67.08,71.6,28,0,4.7,clear sky
468,Rapid City,US,44.08,-103.23,28.0,58,1,18.34,clear sky
469,Fairbanks,US,64.84,-147.72,15.01,84,75,3.36,broken clouds
470,Raahe,FI,64.68,24.48,30.2,92,90,6.93,overcast clouds
471,Toktogul,KG,41.87,72.94,27.73,78,0,2.8,clear sky
472,Grand Gaube,MU,-20.01,57.66,77.0,73,1,8.99,clear sky
473,Pallasovka,RU,50.05,46.88,31.87,91,0,14.05,clear sky
474,Tura,IN,25.52,90.22,62.85,87,0,4.05,clear sky
475,Kostomuksha,RU,64.57,30.58,25.9,97,100,6.89,overcast clouds
476,Seddon,AU,-37.81,144.89,59.0,76,75,5.82,broken clouds
477,San Quintin,MX,30.48,-115.95,43.0,3,0,3.0,clear sky
478,Yangliuqing,CN,39.14,117.0,33.8,47,0,6.71,clear sky
479,Makakilo City,US,21.35,-158.09,71.6,83,20,11.32,few clouds
480,Korla,CN,41.76,86.15,30.54,87,1,10.25,clear sky
481,Palmer,US,42.16,-72.33,44.01,74,1,3.36,clear sky
482,Khani,GE,41.96,42.96,55.4,37,0,16.11,clear sky
483,Faya,SA,18.39,42.45,64.4,63,40,6.93,scattered clouds
484,Cadereyta,MX,25.58,-99.98,60.8,63,90,5.82,overcast clouds
485,Buba,GW,11.58,-15.0,97.41,16,70,0.98,broken clouds
486,Nhulunbuy,AU,-12.23,136.77,82.4,74,98,6.13,overcast clouds
487,Raudeberg,NO,61.99,5.14,46.4,87,40,19.46,shower rain
488,Chervone,UA,49.96,28.86,32.2,91,99,5.32,overcast clouds
489,Ust-Maya,RU,60.42,134.53,-14.21,89,95,0.47,overcast clouds
490,Ahuimanu,US,21.44,-157.84,72.0,78,40,4.7,scattered clouds
491,Kalamnuri,IN,19.67,77.33,73.71,59,43,5.75,scattered clouds
492,Canto Do Buriti,BR,-8.11,-42.94,89.98,40,82,9.01,broken clouds
493,Troy,US,42.61,-83.15,41.0,74,1,8.05,clear sky
494,Acapulco,MX,16.86,-99.89,75.2,88,40,4.7,scattered clouds
495,Dumas,US,35.87,-101.97,37.0,78,1,24.16,clear sky
496,Skjervoy,NO,70.03,20.97,41.0,80,20,10.29,light rain
497,Bardiyah,LY,31.76,25.09,65.03,47,46,6.42,scattered clouds
498,Agua Verde,MX,22.9,-106.05,68.0,93,5,3.36,clear sky
499,Bermeo,ES,43.42,-2.72,66.2,52,0,2.24,clear sky
500,Westport,US,41.14,-73.36,46.99,57,1,6.44,clear sky
501,Ayan,RU,56.45,138.17,4.06,87,44,15.3,scattered clouds
502,Roald,NO,62.58,6.13,46.4,65,75,13.87,broken clouds
503,Codrington,AU,-38.27,141.97,49.55,86,0,3.2,clear sky
504,Turbat,PK,26.0,63.04,73.69,21,0,1.43,clear sky
505,Mokolo,CM,10.74,13.8,84.72,18,99,8.16,overcast clouds
506,Broken Hill,AU,-31.95,141.43,68.0,30,0,10.29,clear sky
507,Bilma,NE,18.69,12.92,87.89,13,0,5.97,clear sky
508,Hasaki,JP,35.73,140.83,50.0,81,75,6.93,broken clouds
509,Wyszkow,PL,52.59,21.46,35.01,81,89,1.99,overcast clouds
510,Half Moon Bay,US,37.46,-122.43,44.6,74,1,5.1,clear sky
511,West Wendover,US,40.74,-114.07,15.8,78,1,1.81,clear sky
512,Havre-Saint-Pierre,CA,50.23,-63.6,26.6,92,75,3.36,broken clouds
513,Eureka,US,40.8,-124.16,35.6,93,1,4.7,clear sky
514,Manzanillo,CU,20.34,-77.12,78.1,71,0,12.35,clear sky
515,Comodoro Rivadavia,AR,-45.87,-67.5,64.4,25,20,20.8,few clouds
516,Esperance,AU,-33.87,121.9,64.4,68,40,6.93,scattered clouds
517,Freetown,SL,8.48,-13.23,81.68,75,100,5.64,light rain
518,Vestmanna,FO,62.16,-7.17,44.6,81,77,19.46,broken clouds
519,Waipawa,NZ,-41.41,175.52,53.6,93,48,9.17,scattered clouds
520,Victor Harbor,AU,-35.57,138.62,59.0,77,33,10.45,scattered clouds
521,Klyuchi,RU,52.27,79.17,18.41,97,71,7.78,broken clouds
522,Beipiao,CN,41.79,120.78,14.04,87,0,3.96,clear sky
523,Xunchang,CN,28.45,104.72,53.47,67,100,1.7,overcast clouds
524,Tuburan,PH,6.64,122.27,81.82,77,63,3.47,light rain
525,Outlook,CA,51.5,-107.05,6.8,84,0,9.17,clear sky
526,Upata,VE,8.01,-62.4,82.99,75,34,1.01,scattered clouds
527,Pangnirtung,CA,66.15,-65.71,-1.59,88,100,1.41,overcast clouds
528,Tselinnoye,RU,53.08,85.67,17.06,95,97,1.86,overcast clouds
529,Lasa,IT,46.62,10.7,41.0,56,5,4.7,clear sky
530,North Vanlaiphai,IN,23.13,93.07,52.05,88,0,2.75,clear sky
531,Monterey,US,36.25,-121.25,39.2,59,1,5.82,clear sky
532,Narsaq,GL,60.92,-46.05,21.2,57,0,9.17,clear sky
533,Havoysund,NO,71.0,24.66,39.2,69,40,19.46,scattered clouds
534,Bumba,CD,2.18,22.47,80.29,75,80,2.91,light rain
535,Candido De Abreu,BR,-24.57,-51.33,90.32,43,92,4.61,overcast clouds
536,Inta,RU,66.03,60.17,16.03,92,100,23.51,overcast clouds
537,Constitucion,CL,-35.33,-72.42,65.66,55,0,16.96,clear sky
538,Alakurtti,RU,66.97,30.35,27.0,92,100,5.01,overcast clouds
539,Richards Bay,ZA,-28.78,32.04,72.3,64,30,13.18,scattered clouds
540,Dongying,CN,37.46,118.49,34.16,77,0,4.14,clear sky
541,Oissel,FR,49.33,1.1,42.01,93,90,5.82,overcast clouds
542,Waingapu,ID,-9.66,120.26,82.71,76,63,2.04,broken clouds
543,Allanridge,ZA,-27.75,26.64,84.99,33,0,7.83,clear sky
544,Kushiro,JP,42.98,144.37,33.39,87,84,10.63,broken clouds
545,Jalu,LY,29.03,21.55,72.95,21,0,7.54,clear sky
546,Conceicao Da Barra,BR,-18.59,-39.73,81.86,65,0,9.24,clear sky
547,Cubulco,GT,15.13,-90.58,66.0,88,20,4.7,few clouds
548,Acarau,BR,-2.89,-40.12,89.91,45,79,17.72,broken clouds
549,Mirnyy,RU,62.54,113.96,-4.0,83,90,8.95,light snow
550,Nalgonda,IN,17.05,79.27,73.74,74,0,4.7,clear sky
551,Cairns,AU,-16.92,145.77,77.0,83,90,5.82,overcast clouds
552,Helong,CN,42.54,129.0,15.66,86,0,4.32,clear sky
553,Padang,ID,-0.95,100.35,78.08,72,7,2.17,clear sky
554,Morristown,US,36.21,-83.29,44.6,75,1,4.7,clear sky
555,Kinablangan,PH,7.69,126.55,78.44,81,100,6.62,light rain
556,Stadskanaal,NL,52.98,6.95,39.0,79,0,1.01,clear sky
557,Pacific Grove,US,36.62,-121.92,39.2,55,1,3.36,clear sky
558,Great Yarmouth,GB,52.61,1.73,48.0,87,75,2.24,broken clouds
559,Amapa,BR,1.0,-52.0,84.43,78,30,4.14,light rain
560,Edwardsville,US,38.81,-89.95,42.01,67,1,4.7,clear sky
561,Macenta,GN,8.54,-9.47,88.63,40,69,3.62,broken clouds
562,Jinxiang,CN,27.43,120.61,57.61,70,95,14.47,overcast clouds
563,Hodmezovasarhely,HU,46.42,20.33,37.0,87,97,0.4,overcast clouds
564,Ketchikan,US,55.34,-131.65,44.6,100,90,21.92,mist
565,San Vicente De Canete,PE,-13.08,-76.38,71.74,66,50,6.85,scattered clouds
566,Grand Island,US,40.92,-98.34,34.0,74,1,31.09,clear sky
567,Palmerston,AU,-12.49,130.98,84.2,79,20,8.05,few clouds
568,Iguape,BR,-24.71,-47.56,85.3,58,1,5.99,clear sky
569,Atikokan,CA,48.76,-91.62,26.6,96,100,11.16,overcast clouds
570,Balinsasayao,PH,10.68,124.96,76.5,89,59,3.6,light rain
571,Hopelchen,MX,19.77,-89.85,73.4,94,5,5.19,clear sky
572,Santa Maria,BR,-29.68,-53.81,82.4,69,20,10.29,few clouds
573,Praia,CV,14.92,-23.51,78.8,54,75,14.99,broken clouds
574,Dubbo,AU,-32.25,148.62,66.2,63,68,6.93,broken clouds
575,Banda Aceh,ID,5.56,95.32,78.01,83,100,5.53,overcast clouds
576,Dingle,PH,11.0,122.67,75.81,90,20,6.89,light rain
577,Longhua,CN,23.61,114.19,56.25,68,83,4.18,broken clouds
578,Nouadhibou,MR,20.93,-17.03,77.0,36,14,6.93,few clouds
579,Oistins,BB,13.07,-59.53,86.0,74,40,18.34,scattered clouds
580,Phuket,TH,8.0,98.25,84.99,83,20,3.36,few clouds
581,Najran,SA,17.49,44.13,78.8,39,75,6.93,broken clouds
582,Clarence Town,AU,-32.58,151.78,69.8,68,75,11.41,light rain
583,Coahuayana,MX,18.73,-103.68,71.6,78,75,5.82,haze
584,Koraput,IN,18.82,82.72,63.88,67,0,4.09,clear sky
585,Ushtobe,KZ,45.25,77.98,24.33,91,97,11.23,overcast clouds
586,Batsfjord,NO,70.63,29.72,26.6,92,20,27.51,few clouds
587,Alnashi,RU,56.19,52.48,21.52,98,100,7.4,overcast clouds
588,Midsalip,PH,8.0,123.27,66.96,100,56,3.78,broken clouds
589,Verkhoyansk,RU,67.54,133.38,-18.87,86,98,2.57,overcast clouds
590,Aquiraz,BR,-3.9,-38.39,89.6,49,20,20.8,few clouds
591,Nizwa,OM,22.93,57.53,65.64,37,0,1.61,clear sky
592,Kaeo,NZ,-35.1,173.78,64.0,94,100,8.86,overcast clouds
593,Suriapet,IN,17.15,79.62,73.69,74,0,4.41,clear sky
594,Pimentel,PE,-6.84,-79.93,71.6,68,20,11.41,few clouds
595,Cimitarra,CO,6.31,-73.95,85.35,54,46,2.98,scattered clouds
596,Kotelnich,RU,58.31,48.35,19.15,97,90,6.87,light snow
597,Kalnibolotskaya,RU,46.01,40.46,42.87,85,0,10.98,clear sky
598,Taseyevo,RU,57.22,94.9,6.55,92,97,2.62,overcast clouds
599,Farnham,GB,51.21,-0.8,46.4,87,90,3.36,haze
600,Tarrafal,CV,15.28,-23.77,78.8,54,75,14.99,broken clouds
601,Novoasbest,RU,57.74,60.29,11.89,94,0,2.8,clear sky
602,Santa Cruz De La Palma,ES,28.68,-17.76,69.8,49,40,6.93,scattered clouds
603,Ballina,AU,-28.87,153.57,73.4,78,83,8.05,broken clouds
604,Camacha,PT,33.08,-16.33,62.6,59,40,9.17,shower rain
605,Henties Bay,NA,-22.12,14.28,62.01,82,3,14.79,clear sky
606,Capljina,BA,43.12,17.68,55.4,47,75,9.17,broken clouds
607,Peniche,PT,39.36,-9.38,59.0,85,100,7.0,moderate rain
608,Shwebo,MM,22.57,95.7,66.78,71,0,4.88,clear sky
609,Vila Velha,BR,-20.33,-40.29,84.0,65,40,11.41,scattered clouds
610,Antofagasta,CL,-23.65,-70.4,70.0,72,40,14.99,scattered clouds
611,Baoro,CF,5.67,15.97,89.73,22,11,7.85,few clouds
612,Beringovskiy,RU,63.05,179.32,7.21,92,14,10.11,few clouds
613,Ban Tak,TH,17.04,99.08,72.1,81,83,2.62,broken clouds
614,Diffa,NE,13.32,12.61,88.88,12,50,12.17,scattered clouds
615,Beian,NO,63.66,9.57,35.6,74,75,21.92,broken clouds
616,Castro Daire,PT,40.9,-7.93,60.8,63,20,4.7,few clouds
617,Kimberley,ZA,-28.73,24.76,89.6,25,0,9.17,clear sky
618,Taua,BR,-5.97,-40.3,91.26,31,43,9.93,scattered clouds
619,Awbari,LY,26.59,12.78,69.1,23,100,7.09,overcast clouds
620,Bachaquero,VE,9.97,-71.15,82.38,77,100,7.0,light rain
621,Staryy Nadym,RU,65.61,72.68,9.55,93,100,14.18,overcast clouds
622,Marsa Matruh,EG,31.35,27.25,69.8,46,0,6.93,clear sky
623,Curaca,BR,-8.99,-39.91,89.65,33,22,13.42,few clouds
624,Pandan,PH,14.05,124.17,80.37,82,17,18.59,light rain
625,Shubarkuduk,KZ,49.14,56.49,16.88,95,0,9.78,clear sky
626,Moindou,NC,-21.69,165.68,66.2,72,0,4.7,clear sky
627,Fukuchiyama,JP,35.3,135.12,45.0,79,0,1.52,clear sky
628,Husavik,IS,66.04,-17.34,28.4,100,40,3.36,scattered clouds
629,Thames,NZ,-37.13,175.53,57.0,86,100,4.43,overcast clouds
630,Eydhafushi,MV,5.1,73.07,83.12,65,66,9.26,broken clouds
631,Yanam,IN,16.73,82.22,80.6,57,33,6.93,light rain
632,Camopi,GF,3.17,-52.32,82.44,84,16,4.38,moderate rain
633,Nha Trang,VN,12.25,109.18,77.0,88,75,21.92,heavy intensity rain
634,Homer,US,59.64,-151.55,35.01,94,75,4.68,broken clouds
635,Ponta Delgada,PT,37.73,-25.67,57.2,87,40,25.28,light intensity shower rain
636,Hornepayne,CA,49.21,-84.77,22.59,92,100,8.03,overcast clouds
637,Mountain Home,US,43.13,-115.69,19.4,87,1,3.36,clear sky
638,Nioro,GM,13.35,-15.75,97.45,12,90,2.48,overcast clouds
639,Tutoia,BR,-2.76,-42.27,85.89,61,53,14.27,broken clouds
640,Yamada,JP,39.47,141.95,40.44,80,61,4.14,broken clouds
641,Toora-Khem,RU,52.47,96.11,-0.78,88,1,0.74,clear sky
642,Porto Walter,BR,-8.27,-72.74,89.92,51,84,3.67,broken clouds
643,Galesburg,US,40.95,-90.37,39.99,80,1,5.82,clear sky
644,Lamar,US,33.67,-95.58,43.0,93,90,4.7,overcast clouds
645,Gobabis,NA,-22.45,18.97,98.6,26,85,1.12,overcast clouds
646,Sioux Lookout,CA,50.1,-91.92,21.2,92,75,8.05,broken clouds
647,Naryan-Mar,RU,67.67,53.09,20.46,93,100,19.1,overcast clouds
648,Painesville,US,41.72,-81.25,46.0,52,1,8.05,clear sky
649,Buluang,PH,13.31,123.34,76.82,85,16,5.84,few clouds
650,Sao Sebastiao,BR,-23.76,-45.41,85.01,60,3,4.72,clear sky
651,Baykit,RU,61.67,96.37,0.79,88,18,3.53,few clouds
652,Sarab,IR,38.61,44.99,36.19,89,100,3.36,overcast clouds
653,Poum,NC,-20.23,164.02,75.72,71,1,14.23,clear sky
654,Itaituba,BR,-4.28,-55.98,84.2,79,75,9.17,broken clouds
655,Monte Di Procida,IT,40.8,14.05,57.99,87,75,4.7,broken clouds
656,Greytown,ZA,-29.06,30.59,58.26,90,95,4.85,overcast clouds
657,Am Timan,TD,11.03,20.28,95.07,15,8,4.38,clear sky
658,Rosenberg,SK,49.07,19.31,37.4,69,75,2.24,light rain
659,Zheleznodorozhnyy,RU,55.75,38.0,36.0,100,90,15.66,overcast clouds
660,Dharchula,IN,29.85,80.53,53.67,37,0,5.77,clear sky
661,Edson,CA,53.58,-116.44,17.6,78,75,4.79,broken clouds
662,Bethanien,NA,-26.5,17.16,95.07,10,0,23.0,clear sky
663,Bulgan,MN,48.81,103.53,5.83,88,0,2.17,clear sky
664,Vanimo,PG,-2.67,141.3,79.03,83,100,1.19,moderate rain
665,Svetlyy,RU,54.67,20.13,35.6,80,75,6.71,broken clouds
666,Hare Bay,CA,48.85,-54.01,35.6,100,90,10.29,light rain
667,Bilgoraj,PL,50.54,22.72,32.0,97,98,3.15,overcast clouds
668,Tateyama,JP,34.98,139.87,51.8,66,40,9.17,scattered clouds
669,Kungurtug,RU,50.6,97.52,-1.16,86,0,0.76,clear sky
670,La Esperanza,GT,14.87,-91.57,72.0,100,90,2.42,fog
