City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
308,San Jeronimo,PE,2020-11-28 18:15:47,-11.95,-75.28,61.05,47,81,5.21
309,Mahebourg,MU,2020-11-28 18:15:47,-20.41,57.7,75.2,73,40,6.93
310,Cap Malheureux,MU,2020-11-28 18:15:47,-19.98,57.61,73.99,81,0,8.01
311,Canavieiras,BR,2020-11-28 18:15:47,-15.68,-38.95,87.8,62,40,8.05
312,Torbay,CA,2020-11-28 18:15:47,47.67,-52.73,57.2,93,75,13.87
313,Broome,US,2020-11-28 18:15:47,42.25,-75.83,43.0,69,90,17.22
314,Nanortalik,GL,2020-11-28 18:15:47,60.14,-45.24,34.56,87,100,14.54
315,Miquelon,PM,2020-11-28 18:15:48,47.1,-56.38,44.6,100,90,8.05
316,Saint-Joseph,RE,2020-11-28 18:15:48,-21.37,55.62,75.2,64,75,2.24
317,Bilma,NE,2020-11-28 18:15:49,18.69,12.92,73.38,21,6,5.91
318,Amudat,UG,2020-11-28 18:15:49,1.95,34.95,74.7,60,36,15.17
319,Bracebridge,CA,2020-11-28 18:15:49,45.03,-79.32,43.0,69,90,12.75
320,Benjamin Constant,BR,2020-11-28 18:15:49,-4.38,-70.03,78.8,83,90,6.93
321,Carmo Do Paranaiba,BR,2020-11-28 18:15:49,-19.0,-46.32,84.0,47,12,11.01
322,Santa Maria,BR,2020-11-28 18:15:50,-29.68,-53.81,89.94,53,54,4.7
323,Beni,CD,2020-11-28 18:13:19,0.5,29.47,64.87,98,96,0.36
324,Aswan,EG,2020-11-28 18:15:50,24.09,32.91,63.7,35,0,10.49
325,Saint-Denis,FR,2020-11-28 18:15:51,48.92,2.33,46.99,81,0,5.82
326,Raghogarh,IN,2020-11-28 18:15:51,24.45,77.2,58.39,43,0,5.48
327,Antalaha,MG,2020-11-28 18:15:51,-14.9,50.28,73.92,82,1,6.02
328,Oksfjord,NO,2020-11-28 18:15:51,70.24,22.35,41.0,74,100,27.51
329,Taubate,BR,2020-11-28 18:13:18,-23.03,-45.56,89.6,22,20,8.05
330,Pisco,PE,2020-11-28 18:15:52,-13.7,-76.22,71.6,68,0,9.17
331,Tessalit,ML,2020-11-28 18:15:53,20.2,1.01,69.73,24,81,6.13
332,Asau,RO,2020-11-28 18:15:53,46.43,26.4,34.0,86,100,2.46
333,Helena,US,2020-11-28 18:11:20,46.59,-112.04,42.01,63,1,1.39
334,Boa Vista,BR,2020-11-28 18:15:53,2.82,-60.67,91.4,49,75,10.29
335,Bor,RU,2020-11-28 18:15:53,56.36,44.07,30.99,100,90,6.71
336,Nueve De Julio,AR,2020-11-28 18:11:48,-35.44,-60.88,78.01,66,97,1.99
337,Micheweni,TZ,2020-11-28 18:15:54,-4.97,39.83,80.74,80,34,6.42
338,Monrovia,LR,2020-11-28 18:12:45,6.3,-10.8,82.4,83,75,8.05
339,Senador Jose Porfirio,BR,2020-11-28 18:15:55,-2.59,-51.95,87.1,58,98,1.52
340,Sungaipenuh,ID,2020-11-28 18:15:55,-2.08,101.38,63.79,94,100,1.83
341,Nurlat,RU,2020-11-28 18:15:55,54.43,50.81,24.35,98,100,9.6
342,Antofagasta,CL,2020-11-28 18:15:55,-23.65,-70.4,69.8,56,0,13.87
343,Sayansk,RU,2020-11-28 18:15:56,54.11,102.16,0.3,94,13,2.13
344,Erzurum,TR,2020-11-28 18:15:56,40.0,41.5,32.0,77,40,16.11
345,Marsala,IT,2020-11-28 18:15:57,37.8,12.44,64.99,88,40,12.75
346,Gua Musang,MY,2020-11-28 18:15:57,4.88,101.96,72.7,92,95,0.92
347,Coquimbo,CL,2020-11-28 18:11:08,-29.95,-71.34,62.6,72,0,13.87
348,Segou,ML,2020-11-28 18:15:57,13.43,-6.22,78.3,18,0,2.46
349,Rio Gallegos,AR,2020-11-28 18:15:58,-51.62,-69.22,51.8,27,75,29.97
350,Haines Junction,CA,2020-11-28 18:15:37,60.75,-137.51,23.0,92,93,1.12
351,Kruisfontein,ZA,2020-11-28 18:15:58,-34.0,24.73,61.0,93,88,1.99
352,Aosta,IT,2020-11-28 18:15:58,45.77,7.42,41.0,62,14,3.0
353,Sfantu Gheorghe,RO,2020-11-28 18:15:59,45.87,25.78,30.0,83,100,1.01
354,High Level,CA,2020-11-28 18:15:59,58.52,-117.14,3.2,84,5,8.05
355,Constitucion,CL,2020-11-28 18:15:59,-35.33,-72.42,64.74,57,2,16.8
356,Gayny,RU,2020-11-28 18:15:59,60.31,54.32,6.06,95,0,3.18
357,Plaster Rock,CA,2020-11-28 18:16:00,46.91,-67.39,35.6,81,90,3.36
358,Iqaluit,CA,2020-11-28 18:16:00,63.75,-68.51,14.0,78,75,21.92
359,Aguimes,ES,2020-11-28 18:16:00,27.91,-15.45,69.01,72,40,4.7
360,Winneba,GH,2020-11-28 18:16:01,5.35,-0.62,82.4,83,20,10.29
361,Raga,SS,2020-11-28 18:16:01,8.46,25.68,80.37,25,1,5.5
362,Sorland,NO,2020-11-28 18:16:01,67.67,12.69,45.77,78,93,31.25
363,Oriximina,BR,2020-11-28 18:16:02,-1.77,-55.87,89.89,55,77,7.52
364,Verkhneyarkeyevo,RU,2020-11-28 18:16:02,55.45,54.31,18.01,96,100,7.14
365,Port Macquarie,AU,2020-11-28 18:16:02,-31.43,152.92,64.0,89,82,10.27
366,Vanavara,RU,2020-11-28 18:16:03,60.34,102.28,2.43,93,94,4.56
367,Los Llanos De Aridane,ES,2020-11-28 18:16:03,28.66,-17.92,68.0,64,20,3.36
368,Torrijos,ES,2020-11-28 18:16:03,39.98,-4.28,54.0,87,0,2.24
369,Umm Kaddadah,SD,2020-11-28 18:16:04,13.6,26.69,72.79,21,9,17.76
370,Boende,CD,2020-11-28 18:16:04,-0.22,20.87,72.68,96,100,2.04
371,Lugovoy,KZ,2020-11-28 18:16:05,42.95,72.76,26.28,96,100,4.25
372,Acapulco,MX,2020-11-28 18:13:58,16.86,-99.89,86.0,70,40,5.84
373,Stepnyak,KZ,2020-11-28 18:16:05,52.83,70.78,7.63,95,100,15.41
374,Pandan,PH,2020-11-28 18:16:06,14.05,124.17,79.86,85,33,14.52
375,Gusau,NG,2020-11-28 18:16:07,12.16,6.66,80.71,23,35,6.6
376,Arona,ES,2020-11-28 18:16:07,28.1,-16.68,70.0,60,40,10.29
377,Goderich,CA,2020-11-28 18:15:05,43.75,-81.72,39.2,64,31,13.87
378,Samarai,PG,2020-11-28 18:16:08,-10.62,150.67,80.69,80,95,5.91
379,Nikolayevsk-Na-Amure,RU,2020-11-28 18:16:08,53.14,140.73,14.18,93,100,9.42
380,Tveit,NO,2020-11-28 18:16:08,58.23,8.12,39.99,93,75,10.29
381,Kang,BW,2020-11-28 18:16:08,-23.68,22.79,72.25,68,64,11.52
382,Sobolevo,RU,2020-11-28 18:16:08,54.43,31.9,32.58,95,99,10.04
383,Sao Filipe,CV,2020-11-28 18:15:05,14.9,-24.5,75.88,72,100,8.41
384,Iquique,CL,2020-11-28 18:15:24,-20.22,-70.14,71.6,64,0,18.34
385,Belaya Gora,RU,2020-11-28 18:16:09,68.53,146.42,-11.67,90,100,3.4
386,Abu Dhabi,AE,2020-11-28 18:12:41,24.47,54.37,75.2,64,0,5.82
387,Utraula,IN,2020-11-28 18:16:09,27.32,82.42,62.64,41,0,5.23
388,Kabanjahe,ID,2020-11-28 18:16:10,3.1,98.49,75.2,100,40,2.24
389,Bongandanga,CD,2020-11-28 18:16:10,1.5,21.05,75.87,81,78,4.56
390,Saint-Augustin,CA,2020-11-28 18:16:10,51.23,-58.65,34.66,83,65,5.77
391,Panzhihua,CN,2020-11-28 18:16:10,26.59,101.71,58.42,56,99,4.29
392,Anadyr,RU,2020-11-28 18:16:10,64.75,177.48,5.0,84,20,2.24
393,Hokitika,NZ,2020-11-28 18:13:56,-42.72,170.97,51.24,84,65,3.2
394,Turkan,AZ,2020-11-28 18:16:11,40.36,50.22,51.8,76,90,16.11
395,Cortez,US,2020-11-28 18:16:11,37.35,-108.59,37.4,51,1,4.7
396,Iberia,US,2020-11-28 18:16:11,29.95,-91.75,66.0,100,90,5.82
397,Puerto Baquerizo Moreno,EC,2020-11-28 18:16:12,-0.9,-89.6,75.2,83,75,12.75
398,Cabo San Lucas,MX,2020-11-28 18:16:12,22.89,-109.91,75.2,73,75,2.24
399,Sukumo,JP,2020-11-28 18:16:12,32.93,132.73,43.68,72,10,6.51
400,Isangel,VU,2020-11-28 18:16:12,-19.55,169.27,73.11,79,30,10.83
401,Karasburg,NA,2020-11-28 18:16:12,-28.02,18.75,73.24,24,0,18.12
402,Ambilobe,MG,2020-11-28 18:16:12,-13.2,49.05,76.71,78,72,4.14
403,Salalah,OM,2020-11-28 18:16:12,17.02,54.09,78.8,65,75,2.24
404,Gamba,GA,2020-11-28 18:16:12,-2.65,10.0,76.6,84,39,5.3
405,Watsa,CD,2020-11-28 18:16:13,3.04,29.54,66.99,94,100,1.48
406,Great Falls,US,2020-11-28 18:14:20,47.5,-111.3,48.99,18,1,33.33
407,Christchurch,NZ,2020-11-28 18:12:31,-43.53,172.63,53.01,71,17,6.93
408,Rawson,AR,2020-11-28 18:16:13,-43.3,-65.1,61.7,40,35,13.51
409,Xinyang,CN,2020-11-28 18:16:14,32.12,114.07,39.04,86,99,2.1
410,Malakal,SS,2020-11-28 18:16:14,9.53,31.66,79.99,20,16,5.57
411,Lagoa,PT,2020-11-28 18:16:14,39.05,-27.98,56.59,67,67,28.05
412,Zhangye,CN,2020-11-28 18:15:24,38.93,100.45,22.17,87,78,2.39
413,Comodoro Rivadavia,AR,2020-11-28 18:13:38,-45.87,-67.5,59.0,33,75,17.22
414,Tupik,RU,2020-11-28 18:16:14,54.43,119.93,-4.45,87,50,2.91
415,Laguna,US,2020-11-28 18:13:35,38.42,-121.42,51.01,57,1,5.82
416,Campo Verde,BR,2020-11-28 18:16:15,-20.42,-54.07,93.2,38,40,13.87
417,Tarko-Sale,RU,2020-11-28 18:16:15,64.92,77.78,-4.0,86,0,7.96
418,Aitape,PG,2020-11-28 18:16:16,-3.14,142.35,78.39,84,100,5.95
419,Torrington,US,2020-11-28 18:16:16,41.8,-73.12,51.01,73,38,1.01
420,Betare Oya,CM,2020-11-28 18:16:16,5.6,14.08,76.95,34,91,2.68
421,Santa Isabel Do Rio Negro,BR,2020-11-28 18:16:16,-0.41,-65.02,82.47,91,73,4.79
422,Cayenne,GF,2020-11-28 18:15:29,4.93,-52.33,78.8,88,0,2.24
423,Ferrol,ES,2020-11-28 18:16:16,43.48,-8.24,59.0,73,83,7.02
424,Pangnirtung,CA,2020-11-28 18:16:16,66.15,-65.71,21.2,67,90,3.36
425,Oni,GE,2020-11-28 18:16:16,42.58,43.44,37.29,62,44,5.79
426,Garden City,US,2020-11-28 18:16:16,42.33,-83.33,46.4,60,20,10.29
427,Talnakh,RU,2020-11-28 18:16:17,69.49,88.4,10.4,85,90,24.61
428,Kupang,ID,2020-11-28 18:16:17,-10.17,123.58,80.1,84,66,2.33
429,Mackay,AU,2020-11-28 18:16:17,-21.15,149.2,71.6,73,40,4.7
430,Urumqi,CN,2020-11-28 18:16:04,43.8,87.6,24.8,79,90,2.24
431,Pacific Grove,US,2020-11-28 18:16:18,36.62,-121.92,57.0,43,1,4.7
432,Puerto Colombia,CO,2020-11-28 18:16:18,10.99,-74.95,87.8,66,40,2.24
433,Bellevue,US,2020-11-28 18:16:18,47.61,-122.2,48.0,93,90,3.94
434,Korla,CN,2020-11-28 18:16:18,41.76,86.15,29.21,81,100,3.36
435,Iracoubo,GF,2020-11-28 18:16:18,5.48,-53.2,83.8,72,20,10.71
436,Caravelas,BR,2020-11-28 18:15:37,-17.71,-39.25,81.39,66,5,9.51
437,Sonoita,MX,2020-11-28 18:16:18,31.85,-112.83,59.0,33,0,13.29
438,Fort Myers Beach,US,2020-11-28 18:16:18,26.45,-81.95,82.99,58,40,5.06
439,Muros,ES,2020-11-28 18:16:18,42.78,-9.06,55.0,66,20,5.82
440,Port Hedland,AU,2020-11-28 18:16:19,-20.32,118.57,78.8,88,0,5.82
441,Kawalu,ID,2020-11-28 18:16:19,-7.38,108.21,73.13,89,100,0.78
442,Phuket,TH,2020-11-28 18:16:19,8.0,98.25,77.0,88,75,3.36
443,Utete,TZ,2020-11-28 18:16:19,-7.99,38.76,75.54,89,82,4.23
444,Vilcun,CL,2020-11-28 18:16:19,-38.65,-72.23,60.8,87,90,4.7
445,Pades,RO,2020-11-28 18:16:19,45.02,22.85,38.53,72,2,2.55
446,Consett,GB,2020-11-28 18:16:20,54.85,-1.83,39.99,93,78,2.26
447,Kokoda,PG,2020-11-28 18:16:20,-8.88,147.74,73.81,72,95,0.83
448,Shizuishan,CN,2020-11-28 18:16:20,39.23,106.77,20.95,86,1,8.9
449,Okhotsk,RU,2020-11-28 18:16:20,59.38,143.3,5.18,87,44,13.44
450,Varkkallai,IN,2020-11-28 18:16:20,8.73,76.71,82.4,83,40,6.55
451,Escada,BR,2020-11-28 18:12:05,-8.36,-35.22,82.4,58,40,12.75
452,Usak,TR,2020-11-28 18:16:20,38.5,29.42,40.96,60,0,2.28
453,Shanhetun,CN,2020-11-28 18:16:20,44.7,127.2,4.33,93,25,5.14
454,Aklavik,CA,2020-11-28 18:16:20,68.22,-135.01,5.0,91,97,2.24
455,Acarau,BR,2020-11-28 18:16:21,-2.89,-40.12,86.54,58,90,20.65
456,Slupca,PL,2020-11-28 18:16:21,52.29,17.87,39.0,81,52,3.0
457,Hutchinson,US,2020-11-28 18:14:42,38.06,-97.93,53.6,37,1,12.75
458,Tilichiki,RU,2020-11-28 18:16:21,60.47,166.1,2.57,91,89,11.88
459,Jining,CN,2020-11-28 18:16:21,35.41,116.58,32.63,84,7,2.77
460,Imeni Babushkina,RU,2020-11-28 18:16:21,59.76,43.13,18.93,96,98,8.1
461,Portland,US,2020-11-28 18:15:22,45.52,-122.68,42.01,80,90,0.16
462,Saint-Leu,RE,2020-11-28 18:16:21,-21.15,55.28,75.2,64,75,2.24
463,Kihei,US,2020-11-28 18:16:22,20.79,-156.47,71.6,83,40,5.82
464,Berea,US,2020-11-28 18:12:31,41.37,-81.85,46.0,60,40,10.29
465,Kesinga,IN,2020-11-28 18:16:22,20.2,83.23,66.92,68,12,2.1
466,Asfi,MA,2020-11-28 18:16:22,32.3,-9.24,63.25,77,4,19.17
467,Fare,PF,2020-11-28 18:16:22,-16.7,-151.02,80.87,75,0,2.84
468,Vila,PT,2020-11-28 18:16:22,42.03,-8.16,53.01,79,90,6.76
469,The Valley,AI,2020-11-28 18:16:22,18.22,-63.06,86.0,69,20,6.93
470,Tolaga Bay,NZ,2020-11-28 18:16:22,-38.37,178.3,56.46,59,83,5.48
471,Quanzhou,CN,2020-11-28 18:16:22,24.91,118.59,66.2,63,75,11.18
472,Ibitinga,BR,2020-11-28 18:16:22,-21.76,-48.83,90.7,38,76,4.74
473,Xichang,CN,2020-11-28 18:16:23,27.9,102.26,46.85,74,79,0.96
474,Arya,PK,2020-11-28 18:15:18,33.6,73.07,54.0,66,40,5.82
475,Mafra,BR,2020-11-28 18:12:39,-26.11,-49.81,73.0,79,21,1.99
476,Petropavlovsk-Kamchatskiy,RU,2020-11-28 18:16:23,53.05,158.65,12.2,85,28,8.95
477,Bonavista,CA,2020-11-28 18:16:23,48.65,-53.11,53.01,93,96,4.7
478,Peniche,PT,2020-11-28 18:13:15,39.36,-9.38,55.99,89,96,5.99
479,Sorab,IN,2020-11-28 18:16:23,14.38,75.1,67.37,88,7,7.63
480,Nizwa,OM,2020-11-28 18:16:23,22.93,57.53,61.59,57,0,0.67
481,Pervomaysk,UA,2020-11-28 18:16:24,48.04,30.85,37.94,82,100,3.94
482,Pecos,US,2020-11-28 18:16:24,31.42,-103.49,51.8,62,75,8.05
483,Xining,CN,2020-11-28 18:16:24,36.62,101.77,23.72,86,83,2.75
484,Lebedinyy,RU,2020-11-28 18:16:24,58.52,125.52,-6.54,92,100,4.88
485,Kuala Kangsar,MY,2020-11-28 18:16:24,4.77,100.93,75.2,94,40,3.36
486,Dingle,PH,2020-11-28 18:16:24,11.0,122.67,75.9,91,61,7.43
487,Dubai,AE,2020-11-28 18:16:24,25.26,55.3,77.0,50,0,12.75
488,Bull Savanna,JM,2020-11-28 18:16:24,17.89,-77.59,79.75,69,3,7.81
489,El Dorado,US,2020-11-28 18:16:24,38.77,-120.52,53.6,27,1,3.18
490,Araouane,ML,2020-11-28 18:16:25,18.9,-3.53,72.72,24,82,6.04
491,Miraflores,MX,2020-11-28 18:16:25,19.22,-98.81,77.0,17,5,3.11
492,San Cristobal,VE,2020-11-28 18:14:24,7.77,-72.22,84.2,70,40,9.17
493,Kyzyl-Suu,KG,2020-11-28 18:16:25,42.34,78.01,23.97,84,89,7.78
494,Soubre,CI,2020-11-28 18:16:25,5.79,-6.61,77.18,90,40,3.74
495,Kungurtug,RU,2020-11-28 18:16:25,50.6,97.52,-0.2,85,43,1.03
496,Kutum,SD,2020-11-28 18:16:25,14.2,24.67,66.45,27,0,11.23
497,Maltahohe,NA,2020-11-28 18:16:25,-24.83,16.98,77.95,15,35,19.35
498,College,US,2020-11-28 18:11:32,64.86,-147.8,1.4,70,40,3.2
499,Yeghegnavan,AM,2020-11-28 18:16:26,39.84,44.63,32.0,64,66,3.36
500,Balkhash,KZ,2020-11-28 18:16:26,46.84,74.98,24.49,96,100,25.79
501,Greytown,ZA,2020-11-28 18:16:26,-29.06,30.59,70.81,54,100,5.17
502,Talaya,RU,2020-11-28 18:16:26,61.38,152.75,-5.26,89,100,3.98
503,Muroto,JP,2020-11-28 18:16:26,33.28,134.15,54.46,62,70,3.62
504,Greenfield,US,2020-11-28 18:16:26,42.96,-88.01,46.99,52,20,14.99
505,Angoram,PG,2020-11-28 18:16:26,-4.06,144.07,73.78,98,100,1.95
506,Vendas Novas,PT,2020-11-28 18:16:26,38.68,-8.46,55.4,87,75,16.11
507,Artyom,AZ,2020-11-28 18:16:27,40.47,50.33,51.8,76,90,16.11
508,Leningradskiy,RU,2020-11-28 18:16:27,69.38,178.42,15.82,94,100,7.58
509,Te Anau,NZ,2020-11-28 18:16:27,-45.42,167.72,44.2,88,73,0.45
510,Biak,ID,2020-11-28 18:15:33,-0.91,122.88,78.17,74,93,2.1
511,Port Lincoln,AU,2020-11-28 18:16:27,-34.73,135.87,57.31,69,22,12.88
512,Divnoye,RU,2020-11-28 18:16:27,45.91,43.35,36.95,94,34,10.89
513,Puerto El Triunfo,SV,2020-11-28 18:16:27,13.28,-88.55,87.8,70,0,5.82
514,Drayton Valley,CA,2020-11-28 18:16:27,53.22,-114.99,27.07,95,80,9.37
515,Siena,IT,2020-11-28 18:16:27,43.22,11.4,50.0,77,94,5.91
516,Salaverry,PE,2020-11-28 18:16:27,-8.23,-78.97,68.0,77,20,12.75
517,San Jose,US,2020-11-28 18:15:01,37.34,-121.89,55.0,49,1,1.52
518,Walvis Bay,NA,2020-11-28 18:16:28,-22.96,14.51,64.4,68,1,12.75
519,Gumdag,TM,2020-11-28 18:16:28,39.21,54.59,43.29,63,72,26.37
520,Eufaula,US,2020-11-28 18:15:34,31.89,-85.15,66.99,82,100,5.64
521,Trinidad,BO,2020-11-28 18:16:28,-14.83,-64.9,89.6,62,40,4.7
522,Traralgon,AU,2020-11-28 18:16:28,-38.18,146.53,57.99,96,100,3.0
523,Koumac,NC,2020-11-28 18:16:28,-20.57,164.28,72.45,74,11,4.68
524,Half Moon Bay,US,2020-11-28 18:16:28,37.46,-122.43,57.0,61,5,4.61
525,Taloqan,AF,2020-11-28 18:16:28,36.74,69.53,39.45,82,7,1.12
526,Tono,JP,2020-11-28 18:16:28,39.32,141.53,29.16,95,6,3.91
527,Kaduqli,SD,2020-11-28 18:16:29,11.02,29.72,78.15,20,0,9.71
528,Ternate,ID,2020-11-28 18:16:29,0.8,127.4,82.11,75,90,1.99
529,Meadow Lake,US,2020-11-28 18:16:29,34.8,-106.54,46.0,64,40,3.36
530,Ravar,IR,2020-11-28 18:16:29,31.27,56.81,57.31,37,99,0.4
531,Coos Bay,US,2020-11-28 18:16:29,43.37,-124.22,39.2,93,75,9.17
532,Batemans Bay,AU,2020-11-28 18:16:29,-35.72,150.18,68.0,83,100,8.48
533,Intipuca,SV,2020-11-28 18:16:29,13.2,-88.05,87.8,55,0,2.77
534,Ucluelet,CA,2020-11-28 18:15:06,48.93,-125.55,41.0,100,20,3.36
535,Sar-E Pul,AF,2020-11-28 18:14:52,35.83,66.17,37.62,70,36,4.61
536,Omsukchan,RU,2020-11-28 18:16:29,62.53,155.8,-12.37,86,100,3.91
537,Tucurui,BR,2020-11-28 18:16:30,-3.77,-49.67,88.38,60,92,3.85
538,Marfino,RU,2020-11-28 18:16:30,55.7,37.38,35.01,100,90,6.71
539,Roma,US,2020-11-28 18:16:30,43.21,-75.46,44.6,65,90,13.87
540,Tabou,CI,2020-11-28 18:16:30,4.42,-7.35,80.67,78,45,6.67
541,Inhambane,MZ,2020-11-28 18:16:30,-23.86,35.38,78.01,83,40,8.99
542,Kholm,RU,2020-11-28 18:16:30,59.27,32.85,26.83,95,62,6.93
543,Mnogovershinnyy,RU,2020-11-28 18:16:30,53.94,139.92,12.94,97,100,6.98
544,Livingstonia,MW,2020-11-28 18:16:30,-10.61,34.11,70.05,70,8,4.41
545,Saint-Georges,GD,2020-11-28 18:16:30,12.06,-61.75,86.0,74,40,11.41
546,Ericeira,PT,2020-11-28 18:13:22,38.96,-9.42,54.0,89,95,15.32
547,Canora,CA,2020-11-28 18:16:31,51.63,-102.43,26.6,86,1,5.82
548,Dongsheng,CN,2020-11-28 18:16:31,39.82,109.98,14.76,94,37,11.48
549,Le Port,RE,2020-11-28 18:16:31,-20.94,55.29,71.6,83,90,18.34
550,Lazaro Cardenas,MX,2020-11-28 18:16:31,17.96,-102.2,85.12,60,31,4.29
551,Manado,ID,2020-11-28 18:14:40,1.49,124.85,77.0,94,40,3.36
552,Itoman,JP,2020-11-28 18:16:31,26.12,127.67,68.0,60,75,12.75
553,Mount Isa,AU,2020-11-28 18:12:43,-20.73,139.5,77.0,44,2,8.79
554,Atakpame,TG,2020-11-28 18:16:31,7.53,1.13,79.61,70,73,2.24
555,Centralia,US,2020-11-28 18:15:21,46.72,-122.95,44.6,87,90,4.7
556,Vardo,NO,2020-11-28 18:16:31,70.37,31.11,33.85,89,100,27.2
557,Linjiang,CN,2020-11-28 18:16:32,41.81,126.91,18.97,82,53,0.85
558,Ponta Delgada,PT,2020-11-28 18:16:32,37.73,-25.67,55.4,66,40,14.99
559,Ridgecrest,US,2020-11-28 18:16:21,35.62,-117.67,52.0,32,0,1.61
560,Wolgast,DE,2020-11-28 18:16:32,54.05,13.77,39.99,90,100,6.67
561,Ballymena,GB,2020-11-28 18:16:32,54.86,-6.28,46.99,87,90,4.7
562,Amasia,TR,2020-11-28 18:11:43,40.65,35.83,33.8,59,0,5.82
563,Lamu,KE,2020-11-28 18:15:00,-2.27,40.9,82.4,78,40,9.17
